venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Thu 14 May,1:30pm,No,No,Alexander Gavrylyuk performs Rachmaninov,"Our former Principal Conductor Vladimir Ashkenazy called him ‘an extraordinary talent.’ Here Gavrylyuk tackles Rachmaninov’s notoriously difficult Rhapsody on a Theme of Paganini. These 24 variations take you on a wild ride, from stormy to mischievous to tender; but in the 18th, Rachmaninov flips the melody upside down to reveal one of classical music’s biggest and best-loved tunes.",https://www.sydneysymphony.com/concerts/alexander-gavrylyuk-performs-rachmaninov
"Concert Hall, Sydney Opera House",Fri 15 May,11:00am,No,No,The Sydney Symphony Fellows in Concert,"With just a handful of instruments on stage, chamber music gives you clarity and directness like nothing else. Each musician – and each instrument – stands out, their artistry shining bright.",https://www.sydneysymphony.com/concerts/sydney-symphony-fellows-in-concert-2026
"Concert Hall, Sydney Opera House",Fri 15 May,8:00pm,No,No,Alexander Gavrylyuk performs Rachmaninov,"Our former Principal Conductor Vladimir Ashkenazy called him ‘an extraordinary talent.’ Here Gavrylyuk tackles Rachmaninov’s notoriously difficult Rhapsody on a Theme of Paganini. These 24 variations take you on a wild ride, from stormy to mischievous to tender; but in the 18th, Rachmaninov flips the melody upside down to reveal one of classical music’s biggest and best-loved tunes.",https://www.sydneysymphony.com/concerts/alexander-gavrylyuk-performs-rachmaninov
"Concert Hall, Sydney Opera House",Sat 16 May,8:00pm,No,No,Alexander Gavrylyuk performs Rachmaninov,"Our former Principal Conductor Vladimir Ashkenazy called him ‘an extraordinary talent.’ Here Gavrylyuk tackles Rachmaninov’s notoriously difficult Rhapsody on a Theme of Paganini. These 24 variations take you on a wild ride, from stormy to mischievous to tender; but in the 18th, Rachmaninov flips the melody upside down to reveal one of classical music’s biggest and best-loved tunes.",https://www.sydneysymphony.com/concerts/alexander-gavrylyuk-performs-rachmaninov
Newcastle Civic Theatre,Wed 27 May,7:00pm,No,No,The Sydney Symphony performs Orchestral Favourites,"Copland’s Appalachian Spring and Falla’s The Three-Cornered Hat pulse with energy and drive, while Ravel’s mesmerising Bolero builds to a thrilling climax that will stick in your head for weeks. Exciting young Western Sydney composer Holly Harrison matches that energy in Hi-Vis, drawing on elements of electronic dance music, brass fanfares and disco to recreate the energy and sounds of suburban life.",https://www.sydneysymphony.com/concerts/orchestra-favourites-2026
Coliseum Theatre,Wed 27 May,7:00pm,No,No,The Sydney Symphony performs Orchestral Favourites,"Copland’s Appalachian Spring and Falla’s The Three-Cornered Hat pulse with energy and drive, while Ravel’s mesmerising Bolero builds to a thrilling climax that will stick in your head for weeks. Exciting young Western Sydney composer Holly Harrison matches that energy in Hi-Vis, drawing on elements of electronic dance music, brass fanfares and disco to recreate the energy and sounds of suburban life.",https://www.sydneysymphony.com/concerts/orchestra-favourites-2026
Coliseum Theatre,Thu 28 May,7:00pm,No,No,The Sydney Symphony performs Orchestral Favourites,"Copland’s Appalachian Spring and Falla’s The Three-Cornered Hat pulse with energy and drive, while Ravel’s mesmerising Bolero builds to a thrilling climax that will stick in your head for weeks. Exciting young Western Sydney composer Holly Harrison matches that energy in Hi-Vis, drawing on elements of electronic dance music, brass fanfares and disco to recreate the energy and sounds of suburban life.",https://www.sydneysymphony.com/concerts/orchestra-favourites-2026
Newcastle Civic Theatre,Thu 28 May,7:00pm,No,No,The Sydney Symphony performs Orchestral Favourites,"Copland’s Appalachian Spring and Falla’s The Three-Cornered Hat pulse with energy and drive, while Ravel’s mesmerising Bolero builds to a thrilling climax that will stick in your head for weeks. Exciting young Western Sydney composer Holly Harrison matches that energy in Hi-Vis, drawing on elements of electronic dance music, brass fanfares and disco to recreate the energy and sounds of suburban life.",https://www.sydneysymphony.com/concerts/orchestra-favourites-2026
Coliseum Theatre,Fri 29 May,11:30am,No,No,Orchestral Colour and Story,"In this interactive performance, students will discover how composers use rhythm, texture, instrumentation and movement to create vivid musical worlds. Guided by acclaimed conductor Benjamin Northey, the Orchestra brings to life music that dances, swells and transforms before their eyes and ears.",https://www.sydneysymphony.com/concerts/schools-concert-orchestral-colour-and-story
City Recital Hall,Thu 04 June,7:00pm,No,No,William Barton & the Sydney Symphony,"Whether he’s writing for voice, yiḏaki and guitar or the full force of a symphony orchestra, William Barton creates music that feels grounded and expansive. Described by ABC Arts as a ‘master of his craft and a deeply compelling performer’, Barton’s music moves through scenes of land and light: expansive, shaped by ancient songlines, lived experience and a fearless openness to new forms.",https://www.sydneysymphony.com/concerts/william-barton-sydney-symphony-2026
"Concert Hall, Sydney Opera House",Thu 11 June,7:00pm,No,No,Stravinsky’s The Firebird,"Stravinsky’s Firebird feels like a kaleidoscopic dream, opening in shadow, ending in a blaze. Based on Slavic folklore, this music evokes a world of enchanted princesses, wicked sorcerers and a mythical creature whose flight brings the story to a spellbinding close. It’s no wonder this music catapulted Stravinsky to global fame.",https://www.sydneysymphony.com/concerts/stravinskys-firebird-2026
"Concert Hall, Sydney Opera House",Fri 12 June,7:00pm,No,No,Stravinsky’s The Firebird,"Stravinsky’s Firebird feels like a kaleidoscopic dream, opening in shadow, ending in a blaze. Based on Slavic folklore, this music evokes a world of enchanted princesses, wicked sorcerers and a mythical creature whose flight brings the story to a spellbinding close. It’s no wonder this music catapulted Stravinsky to global fame.",https://www.sydneysymphony.com/concerts/stravinskys-firebird-2026
"Concert Hall, Sydney Opera House",Sat 13 June,2:00pm,No,No,Stravinsky’s The Firebird,"Stravinsky’s Firebird feels like a kaleidoscopic dream, opening in shadow, ending in a blaze. Based on Slavic folklore, this music evokes a world of enchanted princesses, wicked sorcerers and a mythical creature whose flight brings the story to a spellbinding close. It’s no wonder this music catapulted Stravinsky to global fame.",https://www.sydneysymphony.com/concerts/stravinskys-firebird-2026
"Concert Hall, Sydney Opera House",Tue 16 June,10:00am,No,No,For Schools: Open Rehearsal with Anja Bihlmaier,"You know the opening. But the real thrill of Beethoven’s Fifth comes from the unrelenting momentum that follows. The transition from the third movement’s suspended hush into the finale is unforgettable. Returning after a triumphant Sydney debut in 2024 ‘that brought the house down’ (Limelight), conductor Anja Bihlmaier brings clarity and fire to this rich, century-spanning program.",https://www.sydneysymphony.com/concerts/schools-open-rehearsal-with-anja-bihlmaier
"Concert Hall, Sydney Opera House",Wed 17 June,8:00pm,No,No,Beethoven’s Fifth Symphony,"It begins with the four most famous notes in music. The legendary motif propels the entire first movement of Beethoven’s Fifth. The power of this symphony never relents, from those iconic opening moments to the bright light of the finale. The end of the third movement is electric, strings hovering in suspense before erupting into one of the most triumphant transitions in classical music, from tension to pure release.",https://www.sydneysymphony.com/concerts/beethovens-fifth-symphony-2026
"Concert Hall, Sydney Opera House",Thu 18 June,1:30pm,No,No,Beethoven’s Fifth Symphony,"It begins with the four most famous notes in music. The legendary motif propels the entire first movement of Beethoven’s Fifth. The power of this symphony never relents, from those iconic opening moments to the bright light of the finale. The end of the third movement is electric, strings hovering in suspense before erupting into one of the most triumphant transitions in classical music, from tension to pure release.",https://www.sydneysymphony.com/concerts/beethovens-fifth-symphony-2026
"New England Conservatorium of Music, Armidale",Fri 19 June,10:00am,No,No,Playerlink in 2026,"Three days of nothing but music. Playerlink helps students take their skills up a notch in a fun and engaging way. Learn what it takes to perform like a professional, whilst being a part of some great music experiences.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/playerlink-2026
"Concert Hall, Sydney Opera House",Fri 19 June,8:00pm,No,No,Beethoven’s Fifth Symphony,"It begins with the four most famous notes in music. The legendary motif propels the entire first movement of Beethoven’s Fifth. The power of this symphony never relents, from those iconic opening moments to the bright light of the finale. The end of the third movement is electric, strings hovering in suspense before erupting into one of the most triumphant transitions in classical music, from tension to pure release.",https://www.sydneysymphony.com/concerts/beethovens-fifth-symphony-2026
"New England Conservatorium of Music, Armidale",Sat 20 June,10:00am,No,No,Playerlink in 2026,"Three days of nothing but music. Playerlink helps students take their skills up a notch in a fun and engaging way. Learn what it takes to perform like a professional, whilst being a part of some great music experiences.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/playerlink-2026
"Concert Hall, Sydney Opera House",Sat 20 June,8:00pm,No,No,Beethoven’s Fifth Symphony,"It begins with the four most famous notes in music. The legendary motif propels the entire first movement of Beethoven’s Fifth. The power of this symphony never relents, from those iconic opening moments to the bright light of the finale. The end of the third movement is electric, strings hovering in suspense before erupting into one of the most triumphant transitions in classical music, from tension to pure release.",https://www.sydneysymphony.com/concerts/beethovens-fifth-symphony-2026
"New England Conservatorium of Music, Armidale",Sun 21 June,10:00am,No,No,Playerlink in 2026,"Three days of nothing but music. Playerlink helps students take their skills up a notch in a fun and engaging way. Learn what it takes to perform like a professional, whilst being a part of some great music experiences.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/playerlink-2026
"Concert Hall, Sydney Opera House",Thu 25 June,7:00pm,No,No,How to Train Your Dragon 2 in Concert,"Winner of the Golden Globe Award for Best Animated Feature Film, DreamWorks’ How to Train Your Dragon 2 is that rare sequel that’s a worthy successor to the original! Hailed by critics and audiences alike, the acclaimed adventure continues featuring ground-breaking animation, brilliant storytelling and stirring emotion.",https://www.sydneysymphony.com/concerts/how-to-train-your-dragon-2
"Concert Hall, Sydney Opera House",Fri 26 June,7:00pm,No,No,How to Train Your Dragon 2 in Concert,"Winner of the Golden Globe Award for Best Animated Feature Film, DreamWorks’ How to Train Your Dragon 2 is that rare sequel that’s a worthy successor to the original! Hailed by critics and audiences alike, the acclaimed adventure continues featuring ground-breaking animation, brilliant storytelling and stirring emotion.",https://www.sydneysymphony.com/concerts/how-to-train-your-dragon-2
"Concert Hall, Sydney Opera House",Sat 27 June,2:00pm,No,No,How to Train Your Dragon 2 in Concert,"Winner of the Golden Globe Award for Best Animated Feature Film, DreamWorks’ How to Train Your Dragon 2 is that rare sequel that’s a worthy successor to the original! Hailed by critics and audiences alike, the acclaimed adventure continues featuring ground-breaking animation, brilliant storytelling and stirring emotion.",https://www.sydneysymphony.com/concerts/how-to-train-your-dragon-2
"Concert Hall, Sydney Opera House",Sat 27 June,7:00pm,No,No,How to Train Your Dragon 2 in Concert,"Winner of the Golden Globe Award for Best Animated Feature Film, DreamWorks’ How to Train Your Dragon 2 is that rare sequel that’s a worthy successor to the original! Hailed by critics and audiences alike, the acclaimed adventure continues featuring ground-breaking animation, brilliant storytelling and stirring emotion.",https://www.sydneysymphony.com/concerts/how-to-train-your-dragon-2
"Concert Hall, Sydney Opera House",Sun 28 June,2:00pm,No,No,How to Train Your Dragon 2 in Concert,"Winner of the Golden Globe Award for Best Animated Feature Film, DreamWorks’ How to Train Your Dragon 2 is that rare sequel that’s a worthy successor to the original! Hailed by critics and audiences alike, the acclaimed adventure continues featuring ground-breaking animation, brilliant storytelling and stirring emotion.",https://www.sydneysymphony.com/concerts/how-to-train-your-dragon-2
"Concert Hall, Sydney Opera House",Tue 30 June,7:00pm,No,No,Listen to This: Discover Elgar,"Listen to This is an evening of musical discovery like no other, hosted by Conductor in Residence Benjamin Northey. Part performance, part guided tour, this unique event offers a behind-the-scenes look at how Elgar’s music works.",https://www.sydneysymphony.com/concerts/discover-elgar
"Concert Hall, Sydney Opera House",Fri 03 July,11:00am,No,No,Gil Shaham performs Beethoven’s Violin Concerto,"Beethoven’s Violin Concerto is majestic in scale, flowing with expansive lyricism and colossal architecture. Gentle taps on the timpani set the stage for an extraordinary journey, vast and noble. It has remained the gold standard for 300 years, a monumental challenge for composers, orchestras and soloists to aspire to.",https://www.sydneysymphony.com/concerts/gil-shaham-performs-beethovens-violin-concerto
"Concert Hall, Sydney Opera House",Sat 04 July,7:00pm,No,No,Gil Shaham performs Beethoven’s Violin Concerto,"Beethoven’s Violin Concerto is majestic in scale, flowing with expansive lyricism and colossal architecture. Gentle taps on the timpani set the stage for an extraordinary journey, vast and noble. It has remained the gold standard for 300 years, a monumental challenge for composers, orchestras and soloists to aspire to.",https://www.sydneysymphony.com/concerts/gil-shaham-performs-beethovens-violin-concerto
"Concert Hall, Sydney Opera House",Sun 05 July,2:00pm,No,No,Gil Shaham performs Beethoven’s Violin Concerto,"Beethoven’s Violin Concerto is majestic in scale, flowing with expansive lyricism and colossal architecture. Gentle taps on the timpani set the stage for an extraordinary journey, vast and noble. It has remained the gold standard for 300 years, a monumental challenge for composers, orchestras and soloists to aspire to.",https://www.sydneysymphony.com/concerts/gil-shaham-performs-beethovens-violin-concerto
"Concert Hall, Sydney Opera House",Thu 09 July,7:00pm,No,No,Benjamin Beilman performs Mendelssohn’s Violin Concerto,"Mendelssohn's Violin Concerto doesn’t leave you waiting, with the soloist launching dramatically into its lyrical story from the start. Intimate and beautiful, the work captures all the sparkle of the Classical era while setting the tone for the expressive Romanticism of later masterpieces.",https://www.sydneysymphony.com/concerts/benjamin-beilman-performs-mendelssohn-violin-concerto
"Concert Hall, Sydney Opera House",Fri 10 July,7:00pm,No,No,Benjamin Beilman performs Mendelssohn’s Violin Concerto,"Mendelssohn's Violin Concerto doesn’t leave you waiting, with the soloist launching dramatically into its lyrical story from the start. Intimate and beautiful, the work captures all the sparkle of the Classical era while setting the tone for the expressive Romanticism of later masterpieces.",https://www.sydneysymphony.com/concerts/benjamin-beilman-performs-mendelssohn-violin-concerto
"Concert Hall, Sydney Opera House",Sat 11 July,2:00pm,No,No,Benjamin Beilman performs Mendelssohn’s Violin Concerto,"Mendelssohn's Violin Concerto doesn’t leave you waiting, with the soloist launching dramatically into its lyrical story from the start. Intimate and beautiful, the work captures all the sparkle of the Classical era while setting the tone for the expressive Romanticism of later masterpieces.",https://www.sydneysymphony.com/concerts/benjamin-beilman-performs-mendelssohn-violin-concerto
"Utzon Room, Sydney Opera House",Fri 17 July,6:00pm,No,No,Cocktail Hour with Timothy Constable,"The early 70s saw a turbulent changing of the cultural guard. The deaths of Shostakovich, Louis Armstrong, Jimi Hendrix and Janis Joplin and the disbanding of the Beatles was set against Miles Davis’ jazz/rock fusion revolution and the birth of heavy metal (Black Sabbath) and techno (Kraftwerk).",https://www.sydneysymphony.com/concerts/cocktail-hour-with-timothy-constable
"Utzon Room, Sydney Opera House",Sat 18 July,6:00pm,No,No,Cocktail Hour with Timothy Constable,"The early 70s saw a turbulent changing of the cultural guard. The deaths of Shostakovich, Louis Armstrong, Jimi Hendrix and Janis Joplin and the disbanding of the Beatles was set against Miles Davis’ jazz/rock fusion revolution and the birth of heavy metal (Black Sabbath) and techno (Kraftwerk).",https://www.sydneysymphony.com/concerts/cocktail-hour-with-timothy-constable
"Concert Hall, Sydney Opera House",Mon 20 July,7:00pm,No,No,Javier Perianes in Recital,"The nocturne, mazurka and waltz: piano forms that conjure entire worlds. Full of mystery and momentum, Spanish pianist Javier Perianes explores how two towering composers reimagined these forms in strikingly different ways.",https://www.sydneysymphony.com/concerts/javier-perianes-in-recital-2026
"Concert Hall, Sydney Opera House",Wed 22 July,8:00pm,No,No,Beethoven’s Emperor Concerto,"Before Beethoven changed the world, he was a young man carving his place in it. His First Symphony and Second Piano Concerto reveal a composer testing the limits of what music could be. This concert offers a unique chance to experience Beethoven’s evolution from his early career to the beginning of his heroic period.",https://www.sydneysymphony.com/concerts/beethovens-emporer-concerto
"Concert Hall, Sydney Opera House",Thu 23 July,1:30pm,No,No,Beethoven’s Emperor Concerto,"Before Beethoven changed the world, he was a young man carving his place in it. His First Symphony and Second Piano Concerto reveal a composer testing the limits of what music could be. This concert offers a unique chance to experience Beethoven’s evolution from his early career to the beginning of his heroic period.",https://www.sydneysymphony.com/concerts/beethovens-emporer-concerto
"Concert Hall, Sydney Opera House",Fri 24 July,8:00pm,No,No,Beethoven’s Emperor Concerto,"Before Beethoven changed the world, he was a young man carving his place in it. His First Symphony and Second Piano Concerto reveal a composer testing the limits of what music could be. This concert offers a unique chance to experience Beethoven’s evolution from his early career to the beginning of his heroic period.",https://www.sydneysymphony.com/concerts/beethovens-emporer-concerto
"Concert Hall, Sydney Opera House",Sat 25 July,8:00pm,No,No,Beethoven’s Emperor Concerto,"Before Beethoven changed the world, he was a young man carving his place in it. His First Symphony and Second Piano Concerto reveal a composer testing the limits of what music could be. This concert offers a unique chance to experience Beethoven’s evolution from his early career to the beginning of his heroic period.",https://www.sydneysymphony.com/concerts/beethovens-emporer-concerto
"Concert Hall, Sydney Opera House",Tue 28 July,7:00pm,No,No,Masterclass with Sheku Kanneh-Mason,"One of the most exciting young musicians in the world, Sheku Kanneh-Mason has drawn new and young audiences to classical music through his inspired playing. In this masterclass he shares performance skills and musical insights with our 2026 Fellows – and you can be there to experience it too.",https://www.sydneysymphony.com/concerts/masterclass-with-sheku-kanneh-mason
"Concert Hall, Sydney Opera House",Wed 29 July,10:00am,No,No,For Schools: Open Rehearsal with Simone Young,"Simone Young demonstrates her mastery of the music of Richard Strauss in the vast An Alpine Symphony. Experience the power of this evocative ascent, from majestic daybreak to triumphant summit, complete with a thunderous storm. Please note this is a working rehearsal. Repertoire and duration are at the discretion of the conductor. These rehearsals may not always include specific repertoire or appearances by guest soloists.",https://www.sydneysymphony.com/concerts/schools-open-rehearsal-with-simone-young
"Concert Hall, Sydney Opera House",Thu 30 July,7:00pm,No,No,Simone Young & Sheku Kanneh-Mason,"Sheku Kanneh-Mason catapulted to stardom after his performance at the royal wedding of Harry and Meghan. But it’s his superb musicianship that has led him to work with the world’s greatest orchestras and conductors, including our own Chief Conductor Simone Young. Now it is Sydney’s turn to experience this young star, performing Elgar’s beloved Cello Concerto.",https://www.sydneysymphony.com/concerts/simone-young-sheku-kanneh-mason
"Concert Hall, Sydney Opera House",Fri 31 July,7:00pm,No,No,Simone Young & Sheku Kanneh-Mason,"Sheku Kanneh-Mason catapulted to stardom after his performance at the royal wedding of Harry and Meghan. But it’s his superb musicianship that has led him to work with the world’s greatest orchestras and conductors, including our own Chief Conductor Simone Young. Now it is Sydney’s turn to experience this young star, performing Elgar’s beloved Cello Concerto.",https://www.sydneysymphony.com/concerts/simone-young-sheku-kanneh-mason
"Concert Hall, Sydney Opera House",Sat 01 August,7:00pm,No,No,Simone Young & Sheku Kanneh-Mason,"Sheku Kanneh-Mason catapulted to stardom after his performance at the royal wedding of Harry and Meghan. But it’s his superb musicianship that has led him to work with the world’s greatest orchestras and conductors, including our own Chief Conductor Simone Young. Now it is Sydney’s turn to experience this young star, performing Elgar’s beloved Cello Concerto.",https://www.sydneysymphony.com/concerts/simone-young-sheku-kanneh-mason
Newcastle City Hall,Thu 06 August,7:00pm,No,No,Håkan Hardenberger & the Sydney Symphony,"Described as ‘the cleanest, subtlest trumpeter on earth’ by The Times, Hardenberger is tireless in his quest to explore all the possibilities of his instrument. He has worked with countless contemporary composers to the repertoire for his instrument. Above all else his love of brass music is contagious and he brings all his charisma and energy to this fascinating program.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-sydney-symphony
City Recital Hall,Thu 06 August,7:00pm,No,No,Håkan Hardenberger & the Sydney Symphony,"Described as ‘the cleanest, subtlest trumpeter on earth’ by The Times, Hardenberger is tireless in his quest to explore all the possibilities of his instrument. He has worked with countless contemporary composers to the repertoire for his instrument. Above all else his love of brass music is contagious and he brings all his charisma and energy to this fascinating program.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-sydney-symphony
Newcastle City Hall,Sat 08 August,2:00pm,No,No,Håkan Hardenberger & the Sydney Symphony,"Described as ‘the cleanest, subtlest trumpeter on earth’ by The Times, Hardenberger is tireless in his quest to explore all the possibilities of his instrument. He has worked with countless contemporary composers to the repertoire for his instrument. Above all else his love of brass music is contagious and he brings all his charisma and energy to this fascinating program.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-sydney-symphony
City Recital Hall,Sat 08 August,2:00pm,No,No,Håkan Hardenberger & the Sydney Symphony,"Described as ‘the cleanest, subtlest trumpeter on earth’ by The Times, Hardenberger is tireless in his quest to explore all the possibilities of his instrument. He has worked with countless contemporary composers to the repertoire for his instrument. Above all else his love of brass music is contagious and he brings all his charisma and energy to this fascinating program.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-sydney-symphony
"Concert Hall, Sydney Opera House",Tue 11 August,10:00am,No,No,For Schools: Open Rehearsal with Fabien Gabel,"Explore the world of dance with conductor Fabien Gabel. Strauss’ Der Rosenkavalier Suite features a fantastic waltz, full of sweeping elegance, while Ravel’s La Valse has a moodier opening that gives way to a flood of opulence and a huge ending designed to bring the house down.",https://www.sydneysymphony.com/concerts/schools-open-rehearsal-with-fabien-gabel
"Concert Hall, Sydney Opera House",Tue 11 August,7:00pm,No,No,Masterclass with Håkan Hardenberger,"Over the course of his fascinating and wide-ranging career, Håkan Hardenberger has been a committed advocate for his instrument. He has widened the repertoire, pushed technical possibilities and inspired a new generation of brass players.",https://www.sydneysymphony.com/concerts/masterclass-hakan-hardenberger
"Concert Hall, Sydney Opera House",Wed 12 August,8:00pm,No,No,Orchestral Dances with Håkan Hardenberger,"No stranger to the spotlight, Hardenberger takes centre stage for Aerial, a work written with and for him by Austrian composer HK Gruber. Described by the Chicago Tribune as ‘a weird, wondrous, exhilarating tour de force”, it’s a repertoire-expanding piece full of extended techniques and prismatic colours. Believe us when we say you have never heard anything like this theatrical and thoroughly enjoyable work.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-orchestral-dances
"Concert Hall, Sydney Opera House",Thu 13 August,1:30pm,No,No,Orchestral Dances with Håkan Hardenberger,"No stranger to the spotlight, Hardenberger takes centre stage for Aerial, a work written with and for him by Austrian composer HK Gruber. Described by the Chicago Tribune as ‘a weird, wondrous, exhilarating tour de force”, it’s a repertoire-expanding piece full of extended techniques and prismatic colours. Believe us when we say you have never heard anything like this theatrical and thoroughly enjoyable work.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-orchestral-dances
"Concert Hall, Sydney Opera House",Fri 14 August,8:00pm,No,No,Orchestral Dances with Håkan Hardenberger,"No stranger to the spotlight, Hardenberger takes centre stage for Aerial, a work written with and for him by Austrian composer HK Gruber. Described by the Chicago Tribune as ‘a weird, wondrous, exhilarating tour de force”, it’s a repertoire-expanding piece full of extended techniques and prismatic colours. Believe us when we say you have never heard anything like this theatrical and thoroughly enjoyable work.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-orchestral-dances
"Concert Hall, Sydney Opera House",Sat 15 August,8:00pm,No,No,Orchestral Dances with Håkan Hardenberger,"No stranger to the spotlight, Hardenberger takes centre stage for Aerial, a work written with and for him by Austrian composer HK Gruber. Described by the Chicago Tribune as ‘a weird, wondrous, exhilarating tour de force”, it’s a repertoire-expanding piece full of extended techniques and prismatic colours. Believe us when we say you have never heard anything like this theatrical and thoroughly enjoyable work.",https://www.sydneysymphony.com/concerts/hakan-hardenberger-orchestral-dances
"Concert Hall, Sydney Opera House",Fri 21 August,11:00am,No,No,Tchaikovsky’s First Piano Concerto,"With a thunderous entrance from the orchestra and piano chords that crash like waves, Tchaikovsky’s First Piano Concerto announces itself with total confidence. Full of colour and soaring melody, it’s clear why this is one of his most beloved works.",https://www.sydneysymphony.com/concerts/tchaikovsky-first-piano-concerto-2026
"Concert Hall, Sydney Opera House",Sat 22 August,7:00pm,No,No,Tchaikovsky’s First Piano Concerto,"With a thunderous entrance from the orchestra and piano chords that crash like waves, Tchaikovsky’s First Piano Concerto announces itself with total confidence. Full of colour and soaring melody, it’s clear why this is one of his most beloved works.",https://www.sydneysymphony.com/concerts/tchaikovsky-first-piano-concerto-2026
"Concert Hall, Sydney Opera House",Sun 23 August,2:00pm,No,No,Tchaikovsky’s First Piano Concerto,"With a thunderous entrance from the orchestra and piano chords that crash like waves, Tchaikovsky’s First Piano Concerto announces itself with total confidence. Full of colour and soaring melody, it’s clear why this is one of his most beloved works.",https://www.sydneysymphony.com/concerts/tchaikovsky-first-piano-concerto-2026
"Utzon Room, Sydney Opera House",Fri 28 August,6:00pm,No,No,Cocktail Hour with Brent Grapes,"Brass instruments have been around for thousands of years, featuring in military, religious and courtly ceremonies, marching bands, orchestra, chamber music and so much more. That versatility is on full display in this program curated by Associate Principal Trumpet Brent Grapes, from Joan Tower’s undulating, pulsing Copperwave to Giovanni Gabrieli’s 16th century canzona La Spiritata and the buoyant and florid Sextet by Oskar Böhme, one of the foremost trumpeters of his day.",https://www.sydneysymphony.com/concerts/cocktail-hour-with-brent-grapes
St James' King St,Sat 29 August,5:00pm,No,No,Fellows Choice,"Over their first six months as Sydney Symphony Orchestra Fellows, these aspiring musicians have experienced everything from vast symphonies to more intimate chamber concerts, all while getting to know each other’s playing styles. Now they get to draw on all that experience to curate this concert program themselves, from traditional ensembles like trios and quartets to more varied and unusual combinations of instruments.",https://www.sydneysymphony.com/concerts/fellows-choice-2026
"Utzon Room, Sydney Opera House",Sat 29 August,6:00pm,No,No,Cocktail Hour with Brent Grapes,"Brass instruments have been around for thousands of years, featuring in military, religious and courtly ceremonies, marching bands, orchestra, chamber music and so much more. That versatility is on full display in this program curated by Associate Principal Trumpet Brent Grapes, from Joan Tower’s undulating, pulsing Copperwave to Giovanni Gabrieli’s 16th century canzona La Spiritata and the buoyant and florid Sextet by Oskar Böhme, one of the foremost trumpeters of his day.",https://www.sydneysymphony.com/concerts/cocktail-hour-with-brent-grapes
"Concert Hall, Sydney Opera House",Mon 31 August,7:00pm,No,No,Lucas & Arthur Jussen in Recital,"It’s not often you get to hear music written for two pianos – or rarer still, four hands playing the same piano. You need two musicians totally in synch, so deeply connected that they know each other’s every thought and gesture. Lucas and Arthur Jussen literally have that connection in their DNA. The Dutch brothers are taking the classical world by storm with their mesmerizing performances and Deutsche Grammophon albums, praised as ‘formidable storytellers, who captivate listeners with their spellbinding craft’ (Der Tagesspiegel).",https://www.sydneysymphony.com/concerts/lucas-arthur-jussen-in-recital
"Concert Hall, Sydney Opera House",Thu 03 September,7:00pm,No,No,Lucas & Arthur Jussen perform Poulenc,"Music for two pianos is rare to hear in the concert hall, but it is an amazing experience hearing two artists in perfect synch with each other. And who better to do this than brothers Lucas and Arthur Jussen? Praised by Gramophone as ‘a piano duo of astonishing sensitivity’, the Dutch brothers’ effortless synchronicity and shared musical insight will light up every phrase of Poulenc’s Concerto for Two Pianos. Sparkling with invention, it moves effortlessly between Mozartian elegance, hypnotic Balinese gamelan rhythm, and the smoky charm of 1930’s Parisian jazz. It’s a work full of humour and mischievous flair.",https://www.sydneysymphony.com/concerts/lucas-arthur-jussen-perform-poulenc
"Concert Hall, Sydney Opera House",Fri 04 September,7:00pm,No,No,Lucas & Arthur Jussen perform Poulenc,"Music for two pianos is rare to hear in the concert hall, but it is an amazing experience hearing two artists in perfect synch with each other. And who better to do this than brothers Lucas and Arthur Jussen? Praised by Gramophone as ‘a piano duo of astonishing sensitivity’, the Dutch brothers’ effortless synchronicity and shared musical insight will light up every phrase of Poulenc’s Concerto for Two Pianos. Sparkling with invention, it moves effortlessly between Mozartian elegance, hypnotic Balinese gamelan rhythm, and the smoky charm of 1930’s Parisian jazz. It’s a work full of humour and mischievous flair.",https://www.sydneysymphony.com/concerts/lucas-arthur-jussen-perform-poulenc
"Concert Hall, Sydney Opera House",Sat 05 September,2:00pm,No,No,Lucas & Arthur Jussen perform Poulenc,"Music for two pianos is rare to hear in the concert hall, but it is an amazing experience hearing two artists in perfect synch with each other. And who better to do this than brothers Lucas and Arthur Jussen? Praised by Gramophone as ‘a piano duo of astonishing sensitivity’, the Dutch brothers’ effortless synchronicity and shared musical insight will light up every phrase of Poulenc’s Concerto for Two Pianos. Sparkling with invention, it moves effortlessly between Mozartian elegance, hypnotic Balinese gamelan rhythm, and the smoky charm of 1930’s Parisian jazz. It’s a work full of humour and mischievous flair.",https://www.sydneysymphony.com/concerts/lucas-arthur-jussen-perform-poulenc
